id,year,district_code,district_name,dong_code,dong_name,lot_type_code,lot_type,main_no,sub_no,building_name,contract_day,price,arch_area,land_area,floor,built_year,housing_type,deal_type,address,latitude,longitude
1,2025,11215,광진구,10100,중곡동,1,대지,121,34,(121-34),2025-02-12,327000000,57.6,33.0,1.0,2002.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0121-0034 (121-34),37.5563570233191,127.086510985
2,2025,11215,광진구,10500,자양동,1,대지,13,27,(13-27),2025-06-14,440000000,43.84,28.0,2.0,2002.0,연립다세대,중개거래,서울특별시 광진구 자양동 0013-0027 (13-27),37.5400602691335,127.065087892994
3,2025,11215,광진구,10500,자양동,1,대지,13,50,(13-50),2025-05-30,350000000,23.22,18.0,2.0,2007.0,연립다세대,중개거래,서울특별시 광진구 자양동 0013-0050 (13-50),37.5407211016154,127.065180119813
4,2025,11215,광진구,10100,중곡동,1,대지,134,15,(134-15),2024-12-27,355000000,69.72,32.0,3.0,2004.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0134-0015 (134-15),37.556891543707,127.085204765327
5,2025,11215,광진구,10100,중곡동,1,대지,150,242,(150-242),2024-12-27,310000000,59.6,26.0,4.0,2014.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0150-0242 (150-242),37.5597272084353,127.084763763587
6,2025,11215,광진구,10500,자양동,1,대지,16,32,(16-32),2025-06-28,395000000,19.1,16.0,2.0,2007.0,연립다세대,중개거래,서울특별시 광진구 자양동 0016-0032 (16-32),37.5400814036684,127.063838847287
7,2025,11215,광진구,10200,능동,1,대지,161,0,(161-0),2025-07-05,280000000,40.1,30.0,1.0,2006.0,연립다세대,중개거래,서울특별시 광진구 능동 0161-0000 (161-0),37.5536415109866,127.081045214401
8,2025,11215,광진구,10300,구의동,1,대지,199,8,(199-8),2025-03-02,239000000,27.66,47.03,9.0,2017.0,오피스텔,중개거래,서울특별시 광진구 구의동 0199-0008 (199-8),37.5404564288976,127.095232480401
9,2025,11215,광진구,10100,중곡동,1,대지,220,9,(220-9),2025-06-11,310000000,27.54,21.0,3.0,2013.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0220-0009 (220-9),37.5662310391792,127.082360080076
10,2025,11215,광진구,10300,구의동,1,대지,221,75,(221-75),2025-05-22,150000000,15.78,10.0,4.0,2017.0,연립다세대,직거래,서울특별시 광진구 구의동 0221-0075 (221-75),37.5398022422156,127.08883665532
11,2025,11215,광진구,10300,구의동,1,대지,223,24,(223-24),2025-06-23,400000000,61.0,38.0,3.0,2002.0,연립다세대,중개거래,서울특별시 광진구 구의동 0223-0024 (223-24),37.541146854316,127.090784459955
12,2025,11215,광진구,10500,자양동,1,대지,229,16,(229-16),2025-03-26,240000000,25.28,9.0,1.0,2008.0,연립다세대,중개거래,서울특별시 광진구 자양동 0229-0016 (229-16),37.5356818168091,127.078495773598
13,2025,11215,광진구,10300,구의동,1,대지,230,9,(230-9),2025-07-14,900000000,135.9,66.0,3.0,2003.0,연립다세대,중개거래,서울특별시 광진구 구의동 0230-0009 (230-9),37.5442384200134,127.088813969445
14,2025,11215,광진구,10100,중곡동,1,대지,234,20,(234-20),2025-05-06,330000000,65.76,39.0,3.0,2001.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0234-0020 (234-20),37.5650687387155,127.078005481236
15,2025,11215,광진구,10200,능동,1,대지,240,7,(240-7),2025-05-30,350000000,53.44,27.0,1.0,1997.0,연립다세대,중개거래,서울특별시 광진구 능동 0240-0007 (240-7),37.5537619941707,127.082060147262
16,2025,11215,광진구,10300,구의동,1,대지,242,31,(242-31),2024-12-09,220000000,36.56,25.0,2.0,1987.0,연립다세대,중개거래,서울특별시 광진구 구의동 0242-0031 (242-31),37.5393646570765,127.08746816461
17,2025,11215,광진구,10100,중곡동,1,대지,243,4,(243-4),2025-06-24,287000000,51.1,34.0,1.0,2012.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0243-0004 (243-4),37.5625516818401,127.080340334357
18,2025,11215,광진구,10400,광장동,1,대지,350,8,(350-8),2025-03-07,390000000,62.84,37.0,3.0,2002.0,연립다세대,중개거래,서울특별시 광진구 광장동 0350-0008 (350-8),37.5488508366095,127.105434875886
19,2025,11215,광진구,10900,군자동,1,대지,4,0,(4-0),2025-03-03,385000000,70.4,46.0,3.0,1999.0,연립다세대,중개거래,서울특별시 광진구 군자동 0004-0000 (4-0),37.5572871114739,127.074787807267
20,2025,11215,광진구,10900,군자동,1,대지,473,1,(473-1),2025-05-10,200000000,18.08,29.09,3.0,2019.0,오피스텔,중개거래,서울특별시 광진구 군자동 0473-0001 (473-1),37.5577379944448,127.076993281444
21,2025,11215,광진구,10900,군자동,1,대지,476,13,(476-13),2025-07-03,540000000,65.74,32.0,4.0,2003.0,연립다세대,중개거래,서울특별시 광진구 군자동 0476-0013 (476-13),37.5561630906237,127.078031394404
22,2025,11215,광진구,10500,자양동,1,대지,48,59,(48-59),2025-04-10,1070000000,44.25,28.0,2.0,1986.0,연립다세대,중개거래,서울특별시 광진구 자양동 0048-0059 (48-59),37.5345213306323,127.066292450604
23,2025,11215,광진구,10300,구의동,1,대지,547,8,(547-8),2025-02-27,275000000,33.06,43.09,5.0,1991.0,오피스텔,중개거래,서울특별시 광진구 구의동 0547-0008 (547-8),37.5325273835363,127.092707551171
24,2025,11215,광진구,10100,중곡동,1,대지,552,7,(552-7),2025-06-21,180000000,34.17,22.0,2.0,2008.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0552-0007 (552-7),37.5708266125684,127.083703350427
25,2025,11215,광진구,10500,자양동,1,대지,56,9,(56-9),2025-04-03,1040000000,46.25,19.0,4.0,2002.0,연립다세대,중개거래,서울특별시 광진구 자양동 0056-0009 (56-9),37.5350595877279,127.063338775774
26,2025,11215,광진구,10500,자양동,1,대지,57,91,(57-91),2025-02-26,930000000,26.7,17.0,6.0,2018.0,연립다세대,중개거래,서울특별시 광진구 자양동 0057-0091 (57-91),37.5343462213464,127.06491344081
27,2025,11215,광진구,10500,자양동,1,대지,581,12,(581-12),2025-06-11,385000000,45.21,29.0,3.0,2003.0,연립다세대,직거래,서울특별시 광진구 자양동 0581-0012 (581-12),37.5325838219082,127.074594443269
28,2025,11215,광진구,10500,자양동,1,대지,593,15,(593-15),2025-04-12,460000000,21.445,14.0,2.0,2013.0,연립다세대,중개거래,서울특별시 광진구 자양동 0593-0015 (593-15),37.5297572813449,127.076580646132
29,2025,11215,광진구,10500,자양동,1,대지,603,0,(603-0),2025-04-12,600000000,37.38,23.0,2.0,2013.0,연립다세대,중개거래,서울특별시 광진구 자양동 0603-0000 (603-0),37.5320497274074,127.076952272319
30,2025,11215,광진구,10500,자양동,1,대지,610,8,(610-8),2025-07-04,215000000,34.32,20.0,-1.0,1996.0,연립다세대,중개거래,서울특별시 광진구 자양동 0610-0008 (610-8),37.5333446743894,127.076213667698
31,2025,11215,광진구,10500,자양동,1,대지,611,39,(611-39),2025-04-14,400000000,37.44,24.0,2.0,1986.0,연립다세대,중개거래,서울특별시 광진구 자양동 0611-0039 (611-39),37.5346977475461,127.077398396488
32,2025,11215,광진구,10300,구의동,1,대지,634,6,(634-6),2025-06-03,395000000,68.03,40.0,1.0,2003.0,연립다세대,중개거래,서울특별시 광진구 구의동 0634-0006 (634-6),37.5443609794348,127.083215467496
33,2025,11215,광진구,10500,자양동,1,대지,635,9,(635-9),2025-06-04,180000000,50.76,39.0,-1.0,1987.0,연립다세대,중개거래,서울특별시 광진구 자양동 0635-0009 (635-9),37.5321020277175,127.080932748801
34,2025,11215,광진구,10300,구의동,1,대지,636,8,(636-8),2025-07-04,435000000,72.31,40.0,3.0,2004.0,연립다세대,중개거래,서울특별시 광진구 구의동 0636-0008 (636-8),37.5436790157882,127.08321176744
35,2025,11215,광진구,10500,자양동,1,대지,638,7,(638-7),2025-06-14,800000000,66.97,33.0,1.0,2001.0,연립다세대,중개거래,서울특별시 광진구 자양동 0638-0007 (638-7),37.5306083263804,127.080039172264
36,2025,11215,광진구,10500,자양동,1,대지,640,11,(640-11),2025-05-28,540000000,31.92,19.0,2.0,2009.0,연립다세대,중개거래,서울특별시 광진구 자양동 0640-0011 (640-11),37.5296827743837,127.079033436733
37,2025,11215,광진구,10500,자양동,1,대지,640,24,(640-24),2025-01-04,345000000,32.58,24.0,-1.0,1988.0,연립다세대,중개거래,서울특별시 광진구 자양동 0640-0024 (640-24),37.5294281450478,127.079311703999
38,2025,11215,광진구,10500,자양동,1,대지,640,25,(640-25),2025-04-03,380000000,34.5,23.0,1.0,1986.0,연립다세대,중개거래,서울특별시 광진구 자양동 0640-0025 (640-25),37.5293384237545,127.079284230604
39,2025,11215,광진구,10500,자양동,1,대지,647,33,(647-33),2025-03-27,568000000,43.29,26.0,3.0,2014.0,연립다세대,중개거래,서울특별시 광진구 자양동 0647-0033 (647-33),37.5290879565913,127.080068885677
40,2025,11215,광진구,10500,자양동,1,대지,650,42,(650-42),2025-02-17,495000000,46.02,20.0,2.0,1994.0,연립다세대,중개거래,서울특별시 광진구 자양동 0650-0042 (650-42),37.5296605494025,127.081638784406
41,2025,11215,광진구,10500,자양동,1,대지,651,29,(651-29),2025-01-11,550000000,50.66,23.0,5.0,2002.0,연립다세대,중개거래,서울특별시 광진구 자양동 0651-0029 (651-29),37.5306806449716,127.081795118679
42,2025,11215,광진구,10500,자양동,1,대지,655,45,(655-45),2025-02-28,385000000,42.48,25.0,5.0,2009.0,연립다세대,중개거래,서울특별시 광진구 자양동 0655-0045 (655-45),37.5331853605955,127.082539145232
43,2025,11215,광진구,10500,자양동,1,대지,663,24,(663-24),2025-06-05,400000000,48.0,28.0,3.0,2003.0,연립다세대,중개거래,서울특별시 광진구 자양동 0663-0024 (663-24),37.5302632438016,127.082782673156
44,2025,11215,광진구,10500,자양동,1,대지,664,11,(664-11),2025-05-27,445000000,32.13,19.0,3.0,2007.0,연립다세대,중개거래,서울특별시 광진구 자양동 0664-0011 (664-11),37.5305335992294,127.084107451287
45,2025,11215,광진구,10500,자양동,1,대지,667,24,(667-24),2025-06-03,530000000,47.94,28.0,3.0,2014.0,연립다세대,중개거래,서울특별시 광진구 자양동 0667-0024 (667-24),37.529826255621,127.084817934297
46,2025,11215,광진구,10500,자양동,1,대지,667,35,(667-35),2025-05-03,320000000,22.08,12.0,1.0,2002.0,연립다세대,중개거래,서울특별시 광진구 자양동 0667-0035 (667-35),37.5297798692082,127.084293390069
47,2025,11215,광진구,10100,중곡동,1,대지,67,10,(67-10),2025-06-15,348000000,37.8,26.0,1.0,2019.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0067-0010 (67-10),37.5593118873035,127.09251357621
48,2025,11215,광진구,10500,자양동,1,대지,680,16,(680-16),2025-06-20,670000000,77.24,103.32,8.0,2019.0,오피스텔,중개거래,서울특별시 광진구 자양동 0680-0016 (680-16),37.5363383407274,127.085052277136
49,2025,11215,광진구,10500,자양동,1,대지,682,15,(682-15),2025-03-27,695000000,42.19,21.0,3.0,2002.0,연립다세대,중개거래,서울특별시 광진구 자양동 0682-0015 (682-15),37.5328865091336,127.087042209681
50,2025,11215,광진구,10500,자양동,1,대지,686,11,(686-11),2025-02-21,1472880000,71.64,54.0,2.0,1986.0,연립다세대,직거래,서울특별시 광진구 자양동 0686-0011 (686-11),37.5311977060121,127.087119555906
51,2025,11215,광진구,10500,자양동,1,대지,686,47,(686-47),2025-01-16,873030000,62.41,31.0,1.0,2002.0,연립다세대,직거래,서울특별시 광진구 자양동 0686-0047 (686-47),37.5317965298415,127.087945477921
52,2025,11215,광진구,10500,자양동,1,대지,690,18,(690-18),2025-02-03,974200000,49.68,32.0,4.0,2003.0,연립다세대,직거래,서울특별시 광진구 자양동 0690-0018 (690-18),37.5306464254319,127.088396784032
53,2025,11215,광진구,10500,자양동,1,대지,690,23,(690-23),2025-02-23,666200000,32.29,24.0,1.0,1986.0,연립다세대,직거래,서울특별시 광진구 자양동 0690-0023 (690-23),37.5307682993095,127.087956376181
54,2025,11215,광진구,10500,자양동,1,대지,850,2,(850-2),2025-01-10,267000000,21.09,16.0,3.0,2007.0,연립다세대,중개거래,서울특별시 광진구 자양동 0850-0002 (850-2),37.5378645626077,127.067442039448
55,2025,11215,광진구,10100,중곡동,1,대지,92,20,(92-20),2025-04-30,253000000,62.1,35.0,1.0,2002.0,연립다세대,직거래,서울특별시 광진구 중곡동 0092-0020 (92-20),37.5556948771351,127.088940737892
56,2025,11215,광진구,10300,구의동,1,대지,252,9,AZ0213,2025-01-18,375000000,42.97,0.0,6.0,2014.0,아파트,중개거래,서울특별시 광진구 구의동 0252-0009 AZ0213,37.5394634286348,127.084088853933
57,2025,11215,광진구,10500,자양동,1,대지,227,167,BrickHandsII,2025-01-27,445000000,20.97,20.0,2.0,2018.0,연립다세대,중개거래,서울특별시 광진구 자양동 0227-0167 BrickHandsII,37.5369744118572,127.075705152387
58,2025,11215,광진구,10300,구의동,1,대지,21,4,CA헤쎄드빌,2025-04-05,230000000,29.79,26.0,2.0,2014.0,연립다세대,중개거래,서울특별시 광진구 구의동 0021-0004 CA헤쎄드빌,37.5540047571672,127.095662679345
59,2025,11215,광진구,10700,화양동,1,대지,29,25,DM7 화양,2025-04-02,250000000,14.1,22.1,9.0,2025.0,오피스텔,직거래,서울특별시 광진구 화양동 0029-0025 DM7 화양,37.5448129170703,127.073730110469
60,2025,11215,광진구,10100,중곡동,1,대지,255,1,JHBILL,2025-03-05,475000000,39.86,25.0,2.0,2017.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0255-0001 JHBILL,37.5621669307289,127.077959445943
61,2025,11215,광진구,10700,화양동,1,대지,527,0,KCC파크타운,2025-04-17,236000000,32.16,46.582,13.0,2005.0,오피스텔,중개거래,서울특별시 광진구 화양동 0527-0000 KCC파크타운,37.5465827364135,127.075037832318
62,2025,11215,광진구,10300,구의동,1,대지,232,70,K아트빌,2025-06-19,517000000,52.83,27.0,4.0,2021.0,연립다세대,중개거래,서울특별시 광진구 구의동 0232-0070 K아트빌,37.5439212963001,127.087570123075
63,2025,11215,광진구,10200,능동,1,대지,246,15,LAXVILL,2025-02-14,440000000,59.94,36.0,3.0,2009.0,연립다세대,중개거래,서울특별시 광진구 능동 0246-0015 LAXVILL,37.55441597635,127.085186781751
64,2025,11215,광진구,10200,능동,1,대지,240,8,M캐슬가을,2025-04-08,550000000,51.96,42.0,2.0,2021.0,연립다세대,중개거래,서울특별시 광진구 능동 0240-0008 M캐슬가을,37.5534575678184,127.081900469659
65,2025,11215,광진구,10100,중곡동,1,대지,288,35,RICHEN5,2025-07-12,270000000,34.04,25.0,2.0,2016.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0288-0035 RICHEN5,37.5696624340103,127.086948362177
66,2025,11215,광진구,10500,자양동,1,대지,553,142,RIVERSIDE,2025-07-11,530000000,26.82,19.0,5.0,2023.0,연립다세대,중개거래,서울특별시 광진구 자양동 0553-0142 RIVERSIDE,37.5369837503332,127.065348847751
67,2025,11215,광진구,10300,구의동,1,대지,204,25,SKY파크뷰,2025-01-15,300000000,29.91,31.0,6.0,2020.0,연립다세대,중개거래,서울특별시 광진구 구의동 0204-0025 SKY파크뷰,37.5429158907262,127.091582872339
68,2025,11215,광진구,10100,중곡동,1,대지,126,23,THEArium,2025-01-02,647000000,58.1,37.0,4.0,2021.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0126-0023 THEArium,37.558085933836,127.086896541723
69,2025,11215,광진구,10100,중곡동,1,대지,253,32,THEHEAVEN,2025-01-22,470000000,41.12,26.0,2.0,2017.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0253-0032 THEHEAVEN,37.5615956287029,127.076273787634
70,2025,11215,광진구,10300,구의동,1,대지,16,1,TheHILL,2025-04-11,410000000,58.71,47.0,5.0,2019.0,연립다세대,중개거래,서울특별시 광진구 구의동 0016-0001 TheHILL,37.5549229659965,127.096324780607
71,2025,11215,광진구,10500,자양동,1,대지,227,144,WinnerSiwon,2025-06-14,695000000,23.08,15.0,7.0,2019.0,연립다세대,중개거래,서울특별시 광진구 자양동 0227-0144 WinnerSiwon,37.5369773591271,127.076165996637
72,2025,11215,광진구,10500,자양동,1,대지,601,18,Y-PARK(와이파크),2025-06-19,700000000,28.2,20.0,6.0,2017.0,연립다세대,중개거래,서울특별시 광진구 자양동 0601-0018 Y-PARK(와이파크),37.5324325547136,127.075710064978
73,2025,11215,광진구,10500,자양동,1,대지,680,11,Y-PARK2차,2025-03-13,560000000,47.25,15.0,11.0,2021.0,연립다세대,중개거래,서울특별시 광진구 자양동 0680-0011 Y-PARK2차,37.5361391062664,127.084078219237
74,2025,11215,광진구,10300,구의동,1,대지,209,71,YN빌라(3동),2025-01-08,275000000,60.78,34.0,-1.0,2000.0,연립다세대,중개거래,서울특별시 광진구 구의동 0209-0071 YN빌라(3동),37.5411260904641,127.091421365538
75,2025,11215,광진구,10300,구의동,1,대지,680,0,e편한세상광진그랜드파크,2025-06-20,2285000000,115.997,0.0,24.0,2021.0,아파트,중개거래,서울특별시 광진구 구의동 0680-0000 e편한세상광진그랜드파크,37.5441837427939,127.080896132131
76,2025,11215,광진구,10300,구의동,1,대지,204,12,storyhouseⅣ,2025-05-31,358000000,36.53,20.0,3.0,2016.0,연립다세대,중개거래,서울특별시 광진구 구의동 0204-0012 storyhouseⅣ,37.5429060104646,127.092006962797
77,2025,11215,광진구,10100,중곡동,1,대지,124,48,秀GreenVill,2025-04-07,418000000,48.42,30.0,3.0,2016.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0124-0048 秀GreenVill,37.5581649546863,127.087380240668
78,2025,11215,광진구,10100,중곡동,1,대지,211,24,가든시티,2025-04-22,372000000,29.94,17.0,5.0,2017.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0211-0024 가든시티,37.5691362709934,127.082786964186
79,2025,11215,광진구,10200,능동,1,대지,315,1,가든카운티102동,2025-03-21,475000000,39.08,273.0,6.0,2017.0,연립다세대,중개거래,서울특별시 광진구 능동 0315-0001 가든카운티102동,37.5526723983253,127.077693453232
80,2025,11215,광진구,10300,구의동,1,대지,220,36,가은이스투아,2025-06-27,550000000,48.12,29.0,2.0,2023.0,연립다세대,중개거래,서울특별시 광진구 구의동 0220-0036 가은이스투아,37.5392186827974,127.089765819744
81,2025,11215,광진구,10500,자양동,1,대지,683,19,강변리치빌,2025-02-17,700000000,43.44,31.0,4.0,2009.0,연립다세대,중개거래,서울특별시 광진구 자양동 0683-0019 강변리치빌,37.5331867554481,127.087728411352
82,2025,11215,광진구,10400,광장동,1,대지,182,15,강변빌라3동,2025-04-29,350000000,42.15,25.0,2.0,2016.0,연립다세대,중개거래,서울특별시 광진구 광장동 0182-0015 강변빌라3동,37.5484355889922,127.108591417318
83,2025,11215,광진구,10300,구의동,1,대지,198,5,강변아파트,2025-03-04,190000000,53.07,68.6,2.0,2004.0,오피스텔,직거래,서울특별시 광진구 구의동 0198-0005 강변아파트,37.5398764430706,127.09547094138
84,2025,11215,광진구,10300,구의동,1,대지,667,0,강변에스케이뷰,2025-03-17,244000000,28.01,39.03,4.0,,오피스텔,중개거래,서울특별시 광진구 구의동 0667-0000 강변에스케이뷰,37.5386707378926,127.090182113114
85,2025,11215,광진구,10300,구의동,1,대지,592,39,강변역 센트럴 아이파크,2025-06-19,1493800000,84.981,0.0,8.0,0.0,아파트,중개거래,서울특별시 광진구 구의동 0592-0039 강변역 센트럴 아이파크,37.5345276620302,127.090308481473
86,2025,11215,광진구,10500,자양동,1,대지,665,4,강변연립(665-4),2025-05-02,685000000,80.79,63.0,3.0,1982.0,연립다세대,중개거래,서울특별시 광진구 자양동 0665-0004 강변연립(665-4),37.5301174203212,127.083736127294
87,2025,11215,광진구,10300,구의동,1,대지,547,0,강변현대하이엘,2025-06-24,1540000000,133.81,0.0,16.0,2004.0,아파트,중개거래,서울특별시 광진구 구의동 0547-0000 강변현대하이엘,37.534151371835,127.09221581351
88,2025,11215,광진구,10300,구의동,1,대지,66,76,개성하이빌,2025-05-07,450000000,35.36,27.0,5.0,2015.0,연립다세대,중개거래,서울특별시 광진구 구의동 0066-0076 개성하이빌,37.5455933063556,127.088019620448
89,2025,11215,광진구,10100,중곡동,1,대지,75,3,거성빌라5차,2025-02-18,225000000,50.58,36.0,1.0,1990.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0075-0003 거성빌라5차,37.5584576980413,127.092914188385
90,2025,11215,광진구,10700,화양동,1,대지,12,25,건국빌라(12-25),2025-05-09,330000000,53.34,21.0,1.0,1992.0,연립다세대,중개거래,서울특별시 광진구 화양동 0012-0025 건국빌라(12-25),37.5435617718882,127.070664404685
91,2025,11215,광진구,10700,화양동,1,대지,174,0,건대 트레비앙 오피스텔,2025-02-07,255000000,17.462,30.3256,6.0,2023.0,오피스텔,중개거래,서울특별시 광진구 화양동 0174-0000 건대 트레비앙 오피스텔,37.5475682226645,127.071299514156
92,2025,11215,광진구,10500,자양동,1,대지,2,2,건대입구역자이엘라,2025-04-12,332000000,18.124,32.2613,11.0,2022.0,오피스텔,중개거래,서울특별시 광진구 자양동 0002-0002 건대입구역자이엘라,37.5391238503525,127.069683630291
93,2025,11215,광진구,10100,중곡동,1,대지,617,1,건일빌라,2025-06-11,327000000,55.69,26.0,4.0,2001.0,연립다세대,중개거래,서울특별시 광진구 중곡동 0617-0001 건일빌라,37.5611356155243,127.077051444492
94,2025,11215,광진구,10500,자양동,1,대지,680,6,결,2025-04-21,205000000,13.37,5.0,7.0,2020.0,연립다세대,중개거래,서울특별시 광진구 자양동 0680-0006 결,37.5361391062664,127.084078219237
95,2025,11215,광진구,10500,자양동,1,대지,641,0,경남,2025-06-03,980000000,59.96,0.0,17.0,1999.0,아파트,중개거래,서울특별시 광진구 자양동 0641-0000 경남,37.5289477821397,127.078966591413
96,2025,11215,광진구,10500,자양동,1,대지,666,28,경남아너스빌,2025-05-10,890000000,59.79,0.0,18.0,1997.0,아파트,중개거래,서울특별시 광진구 자양동 0666-0028 경남아너스빌,37.5292885731061,127.082864749328
97,2025,11215,광진구,10700,화양동,1,대지,24,14,경성빌라,2025-06-25,455000000,64.4,35.0,3.0,1993.0,연립다세대,중개거래,서울특별시 광진구 화양동 0024-0014 경성빌라,37.5459126255777,127.066853054858
98,2025,11215,광진구,10500,자양동,1,대지,640,20,경성타워,2025-06-10,580000000,28.19,17.0,5.0,2013.0,연립다세대,중개거래,서울특별시 광진구 자양동 0640-0020 경성타워,37.5296552866605,127.079178672237
99,2025,11215,광진구,10900,군자동,1,대지,240,0,경성하이츠,2025-06-21,340000000,50.64,23.0,2.0,1996.0,연립다세대,중개거래,서울특별시 광진구 군자동 0240-0000 경성하이츠,37.5529113453304,127.076447478776
100,2025,11215,광진구,10300,구의동,1,대지,51,19,공원빌라,2025-04-04,300000000,79.615,43.0,1.0,1996.0,연립다세대,중개거래,서울특별시 광진구 구의동 0051-0019 공원빌라,37.5526821428695,127.091157422921
101,2025,11215,광진구,10400,광장동,1,대지,567,0,광나루현대,2025-06-20,1500000000,84.92,0.0,12.0,1996.0,아파트,중개거래,서울특별시 광진구 광장동 0567-0000 광나루현대,37.5470812420491,127.10855459915
102,2025,11215,광진구,10100,중곡동,1,대지,646,10,광남캐스빌3차,2025-06-05,505000000,69.6,0.0,2.0,2002.0,아파트,중개거래,서울특별시 광진구 중곡동 0646-0010 광남캐스빌3차,37.5589266709124,127.079051865013
103,2025,11215,광진구,10300,구의동,1,대지,59,29,광동빌라,2025-02-21,185000000,31.8,14.0,3.0,1999.0,연립다세대,중개거래,서울특별시 광진구 구의동 0059-0029 광동빌라,37.5483244745711,127.09276547442
104,2025,11215,광진구,10500,자양동,1,대지,667,2,광양아트빌라트,2025-05-22,790000000,87.84,66.0,1.0,2001.0,연립다세대,중개거래,서울특별시 광진구 자양동 0667-0002 광양아트빌라트,37.530294295942,127.084984773192
105,2025,11215,광진구,10400,광장동,1,대지,350,1,광장동현대Ⅰ빌라트,2025-02-05,1295000000,163.79,0.0,3.0,2002.0,아파트,중개거래,서울특별시 광진구 광장동 0350-0001 광장동현대Ⅰ빌라트,37.5492794520241,127.105119865271
106,2025,11215,광진구,10400,광장동,1,대지,530,1,광장르엣지29,2025-02-03,1120000000,61.68,0.0,5.0,2024.0,아파트,직거래,서울특별시 광진구 광장동 0530-0001 광장르엣지29,37.5429813142048,127.094428900535
107,2025,11215,광진구,10400,광장동,1,대지,457,3,광장빌리지(457-3),2025-05-10,580000000,56.87,28.0,3.0,2015.0,연립다세대,중개거래,서울특별시 광진구 광장동 0457-0003 광장빌리지(457-3),37.5417838161562,127.100517153246
108,2025,11215,광진구,10400,광장동,1,대지,581,0,광장자이,2025-06-20,2600000000,158.26,0.0,7.0,2008.0,아파트,중개거래,서울특별시 광진구 광장동 0581-0000 광장자이,37.54257313525,127.095246940713
109,2025,11215,광진구,10400,광장동,1,대지,576,0,광장현대9단지,2025-06-27,1730000000,84.96,0.0,1.0,1999.0,아파트,중개거래,서울특별시 광진구 광장동 0576-0000 광장현대9단지,37.5424699220874,127.09773245669
110,2025,11215,광진구,10400,광장동,1,대지,582,0,광장힐스테이트,2025-06-21,2800000000,130.17,0.0,23.0,2012.0,아파트,중개거래,서울특별시 광진구 광장동 0582-0000 광장힐스테이트,37.5431780182608,127.099564904065
111,2025,11215,광진구,10900,군자동,1,대지,503,0,광진We’vePark,2025-05-02,1390000000,131.96,0.0,14.0,2008.0,아파트,중개거래,서울특별시 광진구 군자동 0503-0000 광진We’vePark,37.5484379045958,127.071086917603
112,2025,11215,광진구,10700,화양동,1,대지,532,0,광진스위트엠아파트,2025-03-10,925000000,84.99,0.0,6.0,2021.0,아파트,중개거래,서울특별시 광진구 화양동 0532-0000 광진스위트엠아파트,37.5458336997714,127.074526056376
113,2025,11215,광진구,10700,화양동,1,대지,21,20,광진캠퍼스시티,2025-01-08,195000000,24.377,40.337,10.0,2017.0,오피스텔,중개거래,서울특별시 광진구 화양동 0021-0020 광진캠퍼스시티,37.5478019769293,127.067876253552
114,2025,11215,광진구,10700,화양동,1,대지,113,1,광진코지웰,2025-04-29,170000000,18.63,0.0,8.0,2014.0,아파트,중개거래,서울특별시 광진구 화양동 0113-0001 광진코지웰,37.547067569974,127.07184085057
115,2025,11215,광진구,10500,자양동,1,대지,854,0,광진트라팰리스,2025-01-23,700000000,63.86,95.23,3.0,2006.0,오피스텔,중개거래,서울특별시 광진구 자양동 0854-0000 광진트라팰리스,37.5318922601242,127.067948157119
116,2025,11215,광진구,10300,구의동,1,대지,670,0,광진파크프라이빗,2025-02-20,575000000,47.1,0.0,2.0,2020.0,아파트,중개거래,서울특별시 광진구 구의동 0670-0000 광진파크프라이빗,37.5432509878955,127.091910752474
117,2025,11215,광진구,10300,구의동,1,대지,682,0,광진파크하우스,2025-02-19,570000000,45.582,0.0,6.0,2023.0,아파트,중개거래,서울특별시 광진구 구의동 0682-0000 광진파크하우스,37.5473875097122,127.08735294776
118,2025,11215,광진구,10500,자양동,1,대지,811,0,광진하나플러스,2025-05-21,1350000000,84.64,0.0,11.0,2005.0,아파트,중개거래,서울특별시 광진구 자양동 0811-0000 광진하나플러스,37.5295481676458,127.075728758153
119,2025,11215,광진구,10500,자양동,1,대지,813,0,광진하우스토리한강,2025-04-05,2680000000,141.54,0.0,11.0,2008.0,아파트,중개거래,서울특별시 광진구 자양동 0813-0000 광진하우스토리한강,37.5300176447303,127.089792805342
120,2025,11215,광진구,10300,구의동,1,대지,547,7,광진해모로리버뷰,2025-03-07,250000000,47.93,75.32,2.0,2009.0,오피스텔,직거래,서울특별시 광진구 구의동 0547-0007 광진해모로리버뷰,37.534151371835,127.09221581351
